band_digits,family,sample_index,seed,probable_prime_reps,exponent_vector,factor_digit_lengths,d_value,n_digits,n_bits,n_log10,leading16,trailing16,z_sci,neg_log10_z,status
2,semiprime_balanced,3,1729,64,"1,1","1,1",4,2,4,1.146128035678238025925955,14,14,7.142857142857142857142857e-2,1.146128035678238025925955,ok
2,prime_square,0,1729,64,"2","1",3,2,6,1.690196080028513661424433,49,49,1.428571428571428571428571e-1,0.845098040014256830712216,ok
2,prime_square,1,1729,64,"2","1",3,2,6,1.690196080028513661424433,49,49,1.428571428571428571428571e-1,0.845098040014256830712216,ok
2,prime_square,2,1729,64,"2","1",3,2,5,1.397940008672037609572522,25,25,2.000000000000000000000000e-1,0.698970004336018804786261,ok
2,prime_square,3,1729,64,"2","1",3,2,6,1.690196080028513661424433,49,49,1.428571428571428571428571e-1,0.845098040014256830712216,ok
2,prime_cube,0,1729,64,"3","1",4,2,5,1.431363764158987311885084,27,27,3.703703703703703703703704e-2,1.431363764158987311885084,ok
2,prime_cube,1,1729,64,"3","1",4,2,5,1.431363764158987311885084,27,27,3.703703703703703703703704e-2,1.431363764158987311885084,ok
2,prime_cube,2,1729,64,"3","1",4,2,5,1.431363764158987311885084,27,27,3.703703703703703703703704e-2,1.431363764158987311885084,ok
2,prime_cube,3,1729,64,"3","1",4,2,5,1.431363764158987311885084,27,27,3.703703703703703703703704e-2,1.431363764158987311885084,ok
2,squarefree_3,0,1729,64,"1,1,1","1,1,1",8,2,5,1.477121254719662437295028,30,30,3.703703703703703703703704e-5,4.431363764158987311885084,ok
2,squarefree_3,1,1729,64,"1,1,1","1,1,1",8,2,6,1.623249290397900463220983,42,42,1.349746247705431378900767e-5,4.869747871193701389662949,ok
2,squarefree_3,2,1729,64,"1,1,1","1,1,1",8,2,5,1.477121254719662437295028,30,30,3.703703703703703703703704e-5,4.431363764158987311885084,ok
2,squarefree_3,3,1729,64,"1,1,1","1,1,1",8,2,7,1.845098040014256830712216,70,70,2.915451895043731778425656e-6,5.535294120042770492136649,ok
3,probable_prime,0,1729,64,"1","3",2,3,10,2.830588668685144316006017,677,677,1,0.000000000000000000000000,ok
3,probable_prime,1,1729,64,"1","3",2,3,10,2.750508394851346229094583,563,563,1,0.000000000000000000000000,ok
3,probable_prime,2,1729,64,"1","3",2,3,9,2.706717782336758746568077,509,509,1,0.000000000000000000000000,ok
3,probable_prime,3,1729,64,"1","3",2,3,10,2.745855195173728900443433,557,557,1,0.000000000000000000000000,ok
3,semiprime_balanced,0,1729,64,"1,1","2,1",4,3,9,2.426511261364575222018571,267,267,3.745318352059925093632959e-3,2.426511261364575222018571,ok
3,semiprime_balanced,1,1729,64,"1,1","2,1",4,3,10,2.794488046659169615435760,623,623,1.605136436597110754414125e-3,2.794488046659169615435760,ok
3,semiprime_balanced,2,1729,64,"1,1","2,2",4,3,10,2.843232778098009423049582,697,697,1.434720229555236728837877e-3,2.843232778098009423049582,ok
3,semiprime_balanced,3,1729,64,"1,1","2,2",4,3,10,2.741151598851785048869180,551,551,1.814882032667876588021779e-3,2.741151598851785048869180,ok
3,prime_square,0,1729,64,"2","2",3,3,10,2.924795995797912174665694,841,841,3.448275862068965517241379e-2,1.462397997898956087332847,ok
3,prime_square,1,1729,64,"2","2",3,3,9,2.460897842756547857080340,289,289,5.882352941176470588235294e-2,1.230448921378273928540170,ok
3,prime_square,2,1729,64,"2","2",3,3,10,2.982723387668545359333408,961,961,3.225806451612903225806452e-2,1.491361693834272679666704,ok
3,prime_square,3,1729,64,"2","2",3,3,10,2.982723387668545359333408,961,961,3.225806451612903225806452e-2,1.491361693834272679666704,ok
3,prime_cube,0,1729,64,"3","1",4,3,7,2.096910013008056414358783,125,125,8.000000000000000000000000e-3,2.096910013008056414358783,ok
3,prime_cube,1,1729,64,"3","1",4,3,9,2.535294120042770492136649,343,343,2.915451895043731778425656e-3,2.535294120042770492136649,ok
3,prime_cube,2,1729,64,"3","1",4,3,7,2.096910013008056414358783,125,125,8.000000000000000000000000e-3,2.096910013008056414358783,ok
3,prime_cube,3,1729,64,"3","1",4,3,7,2.096910013008056414358783,125,125,8.000000000000000000000000e-3,2.096910013008056414358783,ok
3,squarefree_3,0,1729,64,"1,1,1","1,1,1",8,3,7,2.021189299069938072793505,105,105,8.638375985314760824964907e-7,6.063567897209814218380516,ok
3,squarefree_3,1,1729,64,"1,1,1","1,1,1",8,3,7,2.021189299069938072793505,105,105,8.638375985314760824964907e-7,6.063567897209814218380516,ok
3,squarefree_3,2,1729,64,"1,1,1","1,1,1",8,3,7,2.021189299069938072793505,105,105,8.638375985314760824964907e-7,6.063567897209814218380516,ok
3,squarefree_3,3,1729,64,"1,1,1","1,1,1",8,3,7,2.021189299069938072793505,105,105,8.638375985314760824964907e-7,6.063567897209814218380516,ok
4,probable_prime,0,1729,64,"1","4",2,4,14,3.972063916008022246752871,9377,9377,1,0.000000000000000000000000,ok
4,probable_prime,1,1729,64,"1","4",2,4,12,3.324488233307656379914259,2111,2111,1,0.000000000000000000000000,ok
4,probable_prime,2,1729,64,"1","4",2,4,14,3.984212166761433851664351,9643,9643,1,0.000000000000000000000000,ok
4,probable_prime,3,1729,64,"1","4",2,4,12,3.331022171041828670621303,2143,2143,1,0.000000000000000000000000,ok
4,semiprime_balanced,0,1729,64,"1,1","2,2",4,4,12,3.517591730711907781531994,3293,3293,3.036744609778317643486183e-4,3.517591730711907781531994,ok
4,semiprime_balanced,1,1729,64,"1,1","2,2",4,4,13,3.884398825556686279779183,7663,7663,1.304971943103223280699465e-4,3.884398825556686279779183,ok
4,semiprime_balanced,2,1729,64,"1,1","2,2",4,4,12,3.419460072786070282901280,2627,2627,3.806623524933384088313666e-4,3.419460072786070282901280,ok
4,semiprime_balanced,3,1729,64,"1,1","2,2",4,4,13,3.905849826642318755617122,8051,8051,1.242081728977766737051298e-4,3.905849826642318755617122,ok
4,prime_square,0,1729,64,"2","2",3,4,14,3.973543468532489703568724,9409,9409,1.030927835051546391752577e-2,1.986771734266244851784362,ok
4,prime_square,1,1729,64,"2","2",3,4,13,3.726645720240911802148774,5329,5329,1.369863013698630136986301e-2,1.863322860120455901074387,ok
4,prime_square,2,1729,64,"2","2",3,4,14,3.973543468532489703568724,9409,9409,1.030927835051546391752577e-2,1.986771734266244851784362,ok
4,prime_square,3,1729,64,"2","2",3,4,12,3.541704023284288380521313,3481,3481,1.694915254237288135593220e-2,1.770852011642144190260656,ok
4,prime_cube,0,1729,64,"3","2",4,4,13,3.691346764134821785620510,4913,4913,2.035416242621616120496642e-4,3.691346764134821785620510,ok
4,prime_cube,1,1729,64,"3","2",4,4,12,3.341830056920510307619515,2197,2197,4.551661356395084205735093e-4,3.341830056920510307619515,ok
4,prime_cube,2,1729,64,"3","2",4,4,13,3.691346764134821785620510,4913,4913,2.035416242621616120496642e-4,3.691346764134821785620510,ok
4,prime_cube,3,1729,64,"3","2",4,4,13,3.691346764134821785620510,4913,4913,2.035416242621616120496642e-4,3.691346764134821785620510,ok
4,squarefree_3,0,1729,64,"1,1,1","2,1,1",8,4,12,3.493458050995188420222021,3115,3115,3.308459685510973422576773e-11,10.480374152985565260666062,ok
4,squarefree_3,1,1729,64,"1,1,1","2,1,1",8,4,12,3.463146136726349539331238,2905,2905,4.079074053860940215046031e-11,10.389438410179048617993713,ok
4,squarefree_3,2,1729,64,"1,1,1","2,2,1",8,4,12,3.437274797410123638120163,2737,2737,4.877256630027108456144318e-11,10.311824392230370914360490,ok
4,squarefree_3,3,1729,64,"1,1,1","2,2,1",8,4,12,3.407050814804250312971256,2553,2553,6.009627527746776768622313e-11,10.221152444412750938913767,ok
5,probable_prime,0,1729,64,"1","5",2,5,14,4.115377494279116900903642,13043,13043,1,0.000000000000000000000000,ok
5,probable_prime,1,1729,64,"1","5",2,5,16,4.596586100690273029191437,39499,39499,1,0.000000000000000000000000,ok
5,probable_prime,2,1729,64,"1","5",2,5,15,4.426006731377011094105821,26669,26669,1,0.000000000000000000000000,ok
5,probable_prime,3,1729,64,"1","5",2,5,17,4.861934470423682828144344,72767,72767,1,0.000000000000000000000000,ok
5,semiprime_balanced,0,1729,64,"1,1","3,3",4,5,17,4.855815852479083959115027,71749,71749,1.393747648050843914200895e-5,4.855815852479083959115027,ok
5,semiprime_balanced,1,1729,64,"1,1","3,3",4,5,17,4.982899600456029621337215,96139,96139,1.040160600796763020210320e-5,4.982899600456029621337215,ok
5,semiprime_balanced,2,1729,64,"1,1","3,3",4,5,16,4.715727646184952475369622,51967,51967,1.924298112263551869455616e-5,4.715727646184952475369622,ok
5,semiprime_balanced,3,1729,64,"1,1","3,3",4,5,17,4.934392389641101180253004,85979,85979,1.163074704288256434710801e-5,4.934392389641101180253004,ok
5,prime_square,0,1729,64,"2","3",3,5,15,4.391799304818467473522962,24649,24649,6.369426751592356687898089e-3,2.195899652409233736761481,ok
5,prime_square,1,1729,64,"2","3",3,5,15,4.391799304818467473522962,24649,24649,6.369426751592356687898089e-3,2.195899652409233736761481,ok
5,prime_square,2,1729,64,"2","3",3,5,17,4.819866246662589074325791,66049,66049,3.891050583657587548638132e-3,2.409933123331294537162895,ok
5,prime_square,3,1729,64,"2","3",3,5,17,4.974276750954372969509217,94249,94249,3.257328990228013029315961e-3,2.487138375477186484754608,ok
5,prime_cube,0,1729,64,"3","2",4,5,17,4.900405366738759579215264,79507,79507,1.257750889858754575068862e-5,4.900405366738759579215264,ok
5,prime_cube,1,1729,64,"3","2",4,5,15,4.474085081502818039000112,29791,29791,3.356718472021751535698701e-5,4.474085081502818039000112,ok
5,prime_cube,2,1729,64,"3","2",4,5,15,4.387193993696868261998540,24389,24389,4.100209110664643896838739e-5,4.387193993696868261998540,ok
5,prime_cube,3,1729,64,"3","2",4,5,15,4.387193993696868261998540,24389,24389,4.100209110664643896838739e-5,4.387193993696868261998540,ok
5,squarefree_3,0,1729,64,"1,1,1","2,2,2",8,5,16,4.679164332552691992683613,47771,47771,9.172907251966673693083611e-15,14.037492997658075978050839,ok
5,squarefree_3,1,1729,64,"1,1,1","2,2,2",8,5,16,4.743203926292622870033384,55361,55361,5.893702652009247935213399e-15,14.229611778877868610100153,ok
5,squarefree_3,2,1729,64,"1,1,1","2,2,2",8,5,15,4.496223691852266430614843,31349,31349,3.245853576071209509580598e-14,13.488671075556799291844530,ok
5,squarefree_3,3,1729,64,"1,1,1","2,2,2",8,5,15,4.316452626996655853040939,20723,20723,1.123678623359752144694950e-13,12.949357880989967559122818,ok
5,squarefree_6,0,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,5,17,4.962700731704341108411355,91770,91770,1.433102709702771904205865e-154,153.843722682834574360751997,ok
5,squarefree_6,1,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,5,17,4.962700731704341108411355,91770,91770,1.433102709702771904205865e-154,153.843722682834574360751997,ok
5,squarefree_6,2,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,5,16,4.666611568419029965753919,46410,46410,2.162924594535512455914819e-145,144.664958620989928938371496,ok
5,squarefree_6,3,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,5,17,4.962700731704341108411355,91770,91770,1.433102709702771904205865e-154,153.843722682834574360751997,ok
5,smooth_4321,0,1729,64,"4,3,2,1","1,1,1,1",120,5,17,4.878521795501206533024778,75600,75600,1.469650495554219429992045e-288,287.832785934571185448461888,ok
5,smooth_4321,1,1729,64,"4,3,2,1","1,1,1,1",120,5,17,4.878521795501206533024778,75600,75600,1.469650495554219429992045e-288,287.832785934571185448461888,ok
5,smooth_4321,2,1729,64,"4,3,2,1","1,1,1,1",120,5,17,4.878521795501206533024778,75600,75600,1.469650495554219429992045e-288,287.832785934571185448461888,ok
5,smooth_4321,3,1729,64,"4,3,2,1","1,1,1,1",120,5,17,4.878521795501206533024778,75600,75600,1.469650495554219429992045e-288,287.832785934571185448461888,ok
6,probable_prime,0,1729,64,"1","6",2,6,20,5.817275081884288191685572,656561,656561,1,0.000000000000000000000000,ok
6,probable_prime,1,1729,64,"1","6",2,6,19,5.535829377716535015481653,343423,343423,1,0.000000000000000000000000,ok
6,probable_prime,2,1729,64,"1","6",2,6,19,5.633865199261271237960710,430393,430393,1,0.000000000000000000000000,ok
6,probable_prime,3,1729,64,"1","6",2,6,20,5.901463225572107803755183,797009,797009,1,0.000000000000000000000000,ok
6,semiprime_balanced,0,1729,64,"1,1","3,3",4,6,19,5.619371983104003600181372,416267,416267,2.402304290275232002536833e-6,5.619371983104003600181372,ok
6,semiprime_balanced,1,1729,64,"1,1","3,3",4,6,18,5.242509128308582866794686,174787,174787,5.721249291995400115569236e-6,5.242509128308582866794686,ok
6,semiprime_balanced,2,1729,64,"1,1","3,3",4,6,19,5.664325069396854002415291,461663,461663,2.166082185490281872274798e-6,5.664325069396854002415291,ok
6,semiprime_balanced,3,1729,64,"1,1","3,3",4,6,19,5.472614585864361642311158,296903,296903,3.368103387301576609195596e-6,5.472614585864361642311158,ok
6,prime_square,0,1729,64,"2","3",3,6,19,5.557748944005479041771701,361201,361201,1.663893510815307820299501e-3,2.778874472002739520885851,ok
6,prime_square,1,1729,64,"2","3",3,6,18,5.413435564673517493136153,259081,259081,1.964636542239685658153242e-3,2.706717782336758746568077,ok
6,prime_square,2,1729,64,"2","3",3,6,20,5.737288876789651473387171,546121,546121,1.353179972936400541271989e-3,2.868644438394825736693586,ok
6,prime_square,3,1729,64,"2","3",3,6,20,5.915214574120190511694428,822649,822649,1.102535832414553472987872e-3,2.957607287060095255847214,ok
6,prime_cube,0,1729,64,"3","2",4,6,20,5.848170019934738354170630,704969,704969,1.418502090162829854929791e-6,5.848170019934738354170630,ok
6,prime_cube,1,1729,64,"3","2",4,6,18,5.312556034926432570781969,205379,205379,4.869046981434323859790923e-6,5.312556034926432570781969,ok
6,prime_cube,2,1729,64,"3","2",4,6,18,5.172827608802367136898977,148877,148877,6.716954264258414664454550e-6,5.172827608802367136898977,ok
6,prime_cube,3,1729,64,"3","2",4,6,19,5.589968580361367703223161,389017,389017,2.570581748355470326489588e-6,5.589968580361367703223161,ok
6,squarefree_3,0,1729,64,"1,1,1","2,2,2",8,6,18,5.137926673293153889217491,137381,137381,3.856736607578072331254683e-16,15.413780019879461667652474,ok
6,squarefree_3,1,1729,64,"1,1,1","2,2,2",8,6,19,5.524924224964777116449365,334907,334907,2.662118142046121574926355e-17,16.574772674894331349348095,ok
6,squarefree_3,2,1729,64,"1,1,1","2,2,2",8,6,17,5.063329605309928232702099,115699,115699,6.456708563129497488381807e-16,15.189988815929784698106298,ok
6,squarefree_3,3,1729,64,"1,1,1","2,2,2",8,6,18,5.272609651453835934526960,187331,187331,1.521146510970162665313481e-16,15.817828954361507803580879,ok
6,squarefree_6,0,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,6,20,5.942459484579750646196694,875910,875910,6.077933975391169901524421e-185,184.216244021972270032097518,ok
6,squarefree_6,1,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,6,20,5.809499111176988168648455,644910,644910,8.045027880566199710618135e-181,180.094472446486633228102111,ok
6,squarefree_6,2,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,6,20,5.832630242744096190511477,680190,680190,1.543343065530644577233147e-181,180.811537525066981905855799,ok
6,squarefree_6,3,1729,64,"1,1,1,1,1,1","1,1,1,1,2,2",64,6,19,5.675750853811681298701443,473970,473970,1.126480120240465460883009e-176,175.948276468162120259744744,ok
6,smooth_4321,0,1729,64,"4,3,2,1","1,1,1,2",120,6,19,5.671913012441587031726697,469800,469800,2.275790425398444304060921e-335,334.642867734053634871875139,ok
6,smooth_4321,1,1729,64,"4,3,2,1","1,1,1,2",120,6,19,5.601625479553944699121012,399600,399600,3.192248608405548047261100e-331,330.495903293682737248139719,ok
6,smooth_4321,2,1729,64,"4,3,2,1","1,1,1,2",120,6,20,5.964169083798063083578608,920808,920808,1.300241597447438688989195e-352,351.885975944085721931137847,ok
6,smooth_4321,3,1729,64,"4,3,2,1","1,1,1,2",120,6,20,5.997777684779143218578691,994896,994896,1.352435612160012238046428e-354,353.868883401969449896142781,ok
7,probable_prime,0,1729,64,"1","7",2,7,23,6.869915898597311335782573,7411667,7411667,1,0.000000000000000000000000,ok
7,probable_prime,1,1729,64,"1","7",2,7,23,6.776432462861397815613005,5976301,5976301,1,0.000000000000000000000000,ok
7,probable_prime,2,1729,64,"1","7",2,7,23,6.815522428699720145697593,6539167,6539167,1,0.000000000000000000000000,ok
7,probable_prime,3,1729,64,"1","7",2,7,24,6.984387011315546266619006,9646883,9646883,1,0.000000000000000000000000,ok
7,semiprime_balanced,0,1729,64,"1,1","4,4",4,7,22,6.494889071684244888443487,3125281,3125281,3.199712281871614104459727e-7,6.494889071684244888443487,ok
7,semiprime_balanced,1,1729,64,"1,1","4,3",4,7,21,6.221210475941070865168694,1664219,1664219,6.008824559748446568630691e-7,6.221210475941070865168694,ok
7,semiprime_balanced,2,1729,64,"1,1","4,4",4,7,23,6.922774695998078912670502,8370949,8370949,1.194607684266144734605360e-7,6.922774695998078912670502,ok
7,semiprime_balanced,3,1729,64,"1,1","4,4",4,7,23,6.899097736342926467746145,7926797,7926797,1.261543596991319444663462e-7,6.899097736342926467746145,ok
7,prime_square,0,1729,64,"2","4",3,7,23,6.848783108820555031809052,7059649,7059649,3.763643206624012043658261e-4,3.424391554410277515904526,ok
7,prime_square,1,1729,64,"2","4",3,7,22,6.521573337309952602913516,3323329,3323329,5.485463521667580910586945e-4,3.260786668654976301456758,ok
7,prime_square,2,1729,64,"2","4",3,7,21,6.159086014805812097854226,1442401,1442401,8.326394671107410491257286e-4,3.079543007402906048927113,ok
7,prime_square,3,1729,64,"2","4",3,7,23,6.862405769113033270634453,7284601,7284601,3.705075954057058169692479e-4,3.431202884556516635317226,ok
7,prime_cube,0,1729,64,"3","3",4,7,20,6.012964121347927722825565,1030301,1030301,9.705901479276444456522900e-7,6.012964121347927722825565,ok
7,prime_cube,1,1729,64,"3","3",4,7,23,6.883398678484778782115233,7645373,7645373,1.307980657058851150885640e-7,6.883398678484778782115233,ok
7,prime_cube,2,1729,64,"3","3",4,7,23,6.636562813211873422920274,4330747,4330747,2.309070467519806629202768e-7,6.636562813211873422920274,ok
7,prime_cube,3,1729,64,"3","3",4,7,23,6.758559092939679508711148,5735339,5735339,1.743576098989092013567114e-7,6.758559092939679508711148,ok
7,squarefree_3,0,1729,64,"1,1,1","3,3,1",8,7,20,6.002634674031556694797715,1006085,1006085,9.819649306348047967183622e-19,18.007904022094670084393145,ok
7,squarefree_3,1,1729,64,"1,1,1","3,3,1",8,7,21,6.100874516739057791530384,1261463,1261463,4.981687143387563038926943e-19,18.302623550217173374591152,ok
7,squarefree_3,2,1729,64,"1,1,1","3,3,1",8,7,21,6.135578171183280970713239,1366401,1366401,3.919814241425082638613951e-19,18.406734513549842912139717,ok
7,squarefree_3,3,1729,64,"1,1,1","3,3,3",8,7,23,6.885279046908743545481618,7678547,7678547,2.208832884179274141341205e-21,20.655837140726230636444854,ok
7,squarefree_6,0,1729,64,"1,1,1,1,1,1","1,1,1,1,2,3",64,7,22,6.522330754357720709475048,3329130,3329130,6.423128564915541514129536e-203,202.192253385089341993726491,ok
7,squarefree_6,1,1729,64,"1,1,1,1,1,1","1,1,1,1,2,3",64,7,23,6.921086370600040304744072,8338470,8338470,2.794618382241214899773323e-215,214.553677488601249447066218,ok
7,squarefree_6,2,1729,64,"1,1,1,1,1,1","1,1,1,1,2,3",64,7,22,6.563491764635614876225942,3660090,3660090,3.402164403574283986660281e-204,203.468244703704061163004190,ok
7,squarefree_6,3,1729,64,"1,1,1,1,1,1","1,1,1,1,2,3",64,7,23,6.780721169420313419580678,6035610,6035610,6.275433734069003673341534e-211,210.202356252029716007001029,ok
7,smooth_4321,0,1729,64,"4,3,2,1","1,1,1,2",120,7,22,6.599452492505888661947915,3976056,3976056,4.288475587390591317740525e-390,389.367697057847431054926964,ok
7,smooth_4321,1,1729,64,"4,3,2,1","1,1,1,2",120,7,22,6.537200824083655311410942,3445092,3445092,2.019070014499758416623427e-386,385.694848620935663373245594,ok
7,smooth_4321,2,1729,64,"4,3,2,1","1,1,1,2",120,7,22,6.397505496898019918266057,2497500,2497500,3.525134427377640363456985e-378,377.452824316983175177697340,ok
7,smooth_4321,3,1729,64,"4,3,2,1","1,1,1,2",120,7,21,6.144574207609616359043021,1395000,1395000,2.952036690877422096902577e-363,362.529878248967365183538240,ok
8,probable_prime,0,1729,64,"1","8",2,8,25,7.356176762653722605728977,22707889,22707889,1,0.000000000000000000000000,ok
8,probable_prime,1,1729,64,"1","8",2,8,27,7.988572881723825530294694,97403123,97403123,1,0.000000000000000000000000,ok
8,probable_prime,2,1729,64,"1","8",2,8,26,7.669332940795283993907924,46701727,46701727,1,0.000000000000000000000000,ok
8,probable_prime,3,1729,64,"1","8",2,8,26,7.659689747223682303981223,45676177,45676177,1,0.000000000000000000000000,ok
8,semiprime_balanced,0,1729,64,"1,1","4,4",4,8,27,7.851212341651314338124487,70992479,70992479,1.408599916619336535634993e-8,7.851212341651314338124487,ok
8,semiprime_balanced,1,1729,64,"1,1","4,4",4,8,26,7.656472291484640802013456,45339037,45339037,2.205604852171871228760329e-8,7.656472291484640802013456,ok
8,semiprime_balanced,2,1729,64,"1,1","4,4",4,8,26,7.749606494665721140066325,56183203,56183203,1.779891402773885995784185e-8,7.749606494665721140066325,ok
8,semiprime_balanced,3,1729,64,"1,1","4,4",4,8,25,7.224762217431597297524755,16778851,16778851,5.959883665454803788411972e-8,7.224762217431597297524755,ok
8,prime_square,0,1729,64,"2","4",3,8,26,7.654609282179469879738246,45144961,45144961,1.488316713796695936895371e-4,3.827304641089734939869123,ok
8,prime_square,1,1729,64,"2","4",3,8,24,7.164354075376817671714482,14600041,14600041,2.617115938236063857628893e-4,3.582177037688408835857241,ok
8,prime_square,2,1729,64,"2","4",3,8,26,7.748615666256077917009532,56055169,56055169,1.335648457326031788433284e-4,3.874307833128038958504766,ok
8,prime_square,3,1729,64,"2","4",3,8,26,7.674039897081816808830582,47210641,47210641,1.455392228205501382622617e-4,3.837019948540908404415291,ok
8,prime_cube,0,1729,64,"3","3",4,8,25,7.289256840007223940261686,19465109,19465109,5.137397381129486611146128e-8,7.289256840007223940261686,ok
8,prime_cube,1,1729,64,"3","3",4,8,24,7.068077571579368160309147,11697083,11697083,8.549139986439354153509896e-8,7.068077571579368160309147,ok
8,prime_cube,2,1729,64,"3","3",4,8,25,7.346118959715239678591754,22188041,22188041,4.506932360545034146998376e-8,7.346118959715239678591754,ok
8,prime_cube,3,1729,64,"3","3",4,8,25,7.327439307193345661333269,21253933,21253933,4.705011538335046035950146e-8,7.327439307193345661333269,ok
8,squarefree_3,0,1729,64,"1,1,1","3,3,3",8,8,26,7.619843020862458770644773,41671873,41671873,1.381881928539122456199580e-23,22.859529062587376311934318,ok
8,squarefree_3,1,1729,64,"1,1,1","3,3,3",8,8,27,7.949245303921782535480420,88970351,88970351,1.419920692593818364411215e-24,23.847735911765347606441259,ok
8,squarefree_3,2,1729,64,"1,1,1","3,3,3",8,8,26,7.563243071899714200884787,36579947,36579947,2.043011373182288339934717e-23,22.689729215699142602654360,ok
8,squarefree_3,3,1729,64,"1,1,1","3,3,3",8,8,26,7.813804355947847773017965,65133491,65133491,3.618986242553729816767305e-24,23.441413067843543319053896,ok
8,squarefree_6,0,1729,64,"1,1,1,1,1,1","2,1,1,1,2,3",64,8,27,7.936155855031543665045308,86328830,86328830,9.531658938067089885934579e-247,246.020831505977853616404551,ok
8,squarefree_6,1,1729,64,"1,1,1,1,1,1","2,2,1,1,2,2",64,8,25,7.470745183321179287265694,29562774,29562774,2.552109575767372062979173e-232,231.593100682956557905236526,ok
8,squarefree_6,2,1729,64,"1,1,1,1,1,1","2,1,1,1,2,2",64,8,24,7.119901241087004203271741,13179570,13179570,1.918940576858186851908652e-221,220.716938473697130301423979,ok
8,squarefree_6,3,1729,64,"1,1,1,1,1,1","2,1,1,1,2,3",64,8,26,7.803308979580183182334550,63578310,63578310,1.251473428464396753006430e-242,241.902578366985678652371048,ok
8,smooth_4321,0,1729,64,"4,3,2,1","1,1,1,2",120,8,25,7.507496958421834952211736,32173400,32173400,1.142035102962418145810667e-443,442.942320546888262180492398,ok
8,smooth_4321,1,1729,64,"4,3,2,1","1,1,1,2",120,8,26,7.644981118560132609686871,44155125,44155125,8.833117447111591430298105e-452,451.053885995047823971525378,ok
8,smooth_4321,2,1729,64,"4,3,2,1","1,1,1,2",120,8,25,7.488449533840881205842804,30792825,30792825,1.518719269784106491422204e-442,441.818522496611991144725461,ok
8,smooth_4321,3,1729,64,"4,3,2,1","1,1,1,2",120,8,24,7.199145750554744059047175,15817788,15817788,1.779920960066652927405607e-425,424.749599282729899483783328,ok
9,probable_prime,0,1729,64,"1","9",2,9,30,8.772632247540818364035219,592423459,592423459,1,0.000000000000000000000000,ok
9,probable_prime,1,1729,64,"1","9",2,9,27,8.004498448128239775166923,101041189,101041189,1,0.000000000000000000000000,ok
9,probable_prime,2,1729,64,"1","9",2,9,29,8.603241999926652679794939,401090153,401090153,1,0.000000000000000000000000,ok
9,probable_prime,3,1729,64,"1","9",2,9,29,8.496339834059524515887456,313573847,313573847,1,0.000000000000000000000000,ok
9,semiprime_balanced,0,1729,64,"1,1","5,5",4,9,29,8.669105208542343025483498,466772443,466772443,2.142371545271364702221720e-9,8.669105208542343025483498,ok
9,semiprime_balanced,1,1729,64,"1,1","5,5",4,9,29,8.570381682790991175570074,371861899,371861899,2.689170368594282900706641e-9,8.570381682790991175570074,ok
9,semiprime_balanced,2,1729,64,"1,1","5,5",4,9,30,8.838091311857677488432888,688797103,688797103,1.451806338389898832080309e-9,8.838091311857677488432888,ok
9,semiprime_balanced,3,1729,64,"1,1","5,5",4,9,30,8.745471067699825728804672,556507559,556507559,1.796920785401227586919444e-9,8.745471067699825728804672,ok
9,prime_square,0,1729,64,"2","5",3,9,30,8.960675142294567942480807,913429729,913429729,3.308738378056447076729643e-5,4.480337571147283971240403,ok
9,prime_square,1,1729,64,"2","5",3,9,29,8.520667588740606065520039,331640521,331640521,5.491186645434078304321564e-5,4.260333794370303032760020,ok
9,prime_square,2,1729,64,"2","5",3,9,28,8.406664219363412143164988,255072841,255072841,6.261348694508797194915785e-5,4.203332109681706071582494,ok
9,prime_square,3,1729,64,"2","5",3,9,28,8.333629597581823740950856,215590489,215590489,6.810597289382278825853027e-5,4.166814798790911870475428,ok
9,prime_cube,0,1729,64,"3","3",4,9,30,8.837882110732705756847716,688465387,688465387,1.452505846891617225195375e-9,8.837882110732705756847716,ok
9,prime_cube,1,1729,64,"3","3",4,9,27,8.094301636870169742497715,124251499,124251499,8.048192641925390372956386e-9,8.094301636870169742497715,ok
9,prime_cube,2,1729,64,"3","3",4,9,28,8.332280467167934139484518,214921799,214921799,4.652855153143399846564657e-9,8.332280467167934139484518,ok
9,prime_cube,3,1729,64,"3","3",4,9,30,8.771285882486100824995804,590589719,590589719,1.693222837832705313314132e-9,8.771285882486100824995804,ok
9,squarefree_3,0,1729,64,"1,1,1","3,3,3",8,9,27,8.112393274936204567474819,129536833,129536833,4.600660383085427492215419e-25,24.337179824808613702424456,ok
9,squarefree_3,1,1729,64,"1,1,1","3,3,3",8,9,29,8.529592700617300333632548,338526523,338526523,2.577637837249479059434077e-26,25.588778101851901000897644,ok
9,squarefree_3,2,1729,64,"1,1,1","3,3,3",8,9,28,8.146641877305448996830963,140165741,140165741,3.631402331588508297142654e-25,24.439925631916346990492888,ok
9,squarefree_3,3,1729,64,"1,1,1","3,3,3",8,9,30,8.758362247705878293425587,573274003,573274003,5.307784194595430040957267e-27,26.275086743117634880276761,ok
