band_digits,family,sample_index,probable_prime_reps,exponent_vector,factor_digit_lengths,d_value,n_digits,n_bits,n_log10,leading16,trailing16,z_sci,neg_log10_z,status
14,squarefree_6,1,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,14,44,13.002151292238195721449354,10049658224681,10049658224681,8.576497011413277357679783e-404,403.066690059384067364929976,ok
14,squarefree_6,2,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,14,44,13.002151292238195721449354,10049658224681,10049658224681,8.576497011413277357679783e-404,403.066690059384067364929976,ok
14,squarefree_6,3,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,14,44,13.002151292238195721449354,10049658224681,10049658224681,8.576497011413277357679783e-404,403.066690059384067364929976,ok
14,smooth_4321,0,64,"4,3,2,1","1,2,2,7",120,14,44,13.000000301912385552323913,10000006951792,10000006951792,9.999589852825831014530965e-768,767.000017812830747587110845,ok
14,smooth_4321,1,64,"4,3,2,1","1,2,2,7",120,14,44,13.000000301912385552323913,10000006951792,10000006951792,9.999589852825831014530965e-768,767.000017812830747587110845,ok
14,smooth_4321,2,64,"4,3,2,1","1,2,2,7",120,14,44,13.000000301912385552323913,10000006951792,10000006951792,9.999589852825831014530965e-768,767.000017812830747587110845,ok
14,smooth_4321,3,64,"4,3,2,1","1,2,2,7",120,14,44,13.000000301912385552323913,10000006951792,10000006951792,9.999589852825831014530965e-768,767.000017812830747587110845,ok
15,probable_prime,0,64,"1","15",2,15,47,14.000000000000134631289390,100000000000031,100000000000031,1,0.000000000000000000000000,ok
15,probable_prime,1,64,"1","15",2,15,47,14.000000000000134631289390,100000000000031,100000000000031,1,0.000000000000000000000000,ok
15,probable_prime,2,64,"1","15",2,15,47,14.000000000000134631289390,100000000000031,100000000000031,1,0.000000000000000000000000,ok
15,probable_prime,3,64,"1","15",2,15,47,14.000000000000134631289390,100000000000031,100000000000031,1,0.000000000000000000000000,ok
15,semiprime_balanced,0,64,"1,1","8,7",4,15,47,14.000000434293522113334228,100000099999829,100000099999829,9.999990000027099955800091e-15,14.000000434293522113334228,ok
15,semiprime_balanced,1,64,"1,1","8,7",4,15,47,14.000000434293522113334228,100000099999829,100000099999829,9.999990000027099955800091e-15,14.000000434293522113334228,ok
15,semiprime_balanced,2,64,"1,1","8,7",4,15,47,14.000000434293522113334228,100000099999829,100000099999829,9.999990000027099955800091e-15,14.000000434293522113334228,ok
15,semiprime_balanced,3,64,"1,1","8,7",4,15,47,14.000000434293522113334228,100000099999829,100000099999829,9.999990000027099955800091e-15,14.000000434293522113334228,ok
15,prime_square,0,64,"2","8",3,15,47,14.000001650317463431263155,100000380000361,100000380000361,9.999981000036099931410130e-8,7.000000825158731715631578,ok
15,prime_square,1,64,"2","8",3,15,47,14.000001650317463431263155,100000380000361,100000380000361,9.999981000036099931410130e-8,7.000000825158731715631578,ok
15,prime_square,2,64,"2","8",3,15,47,14.000001650317463431263155,100000380000361,100000380000361,9.999981000036099931410130e-8,7.000000825158731715631578,ok
15,prime_square,3,64,"2","8",3,15,47,14.000001650317463431263155,100000380000361,100000380000361,9.999981000036099931410130e-8,7.000000825158731715631578,ok
15,prime_cube,0,64,"3","5",4,15,47,14.000648577698456432152359,100149452102519,100149452102519,9.985077092347343863345779e-15,14.000648577698456432152359,ok
15,prime_cube,1,64,"3","5",4,15,47,14.000648577698456432152359,100149452102519,100149452102519,9.985077092347343863345779e-15,14.000648577698456432152359,ok
15,prime_cube,2,64,"3","5",4,15,47,14.000648577698456432152359,100149452102519,100149452102519,9.985077092347343863345779e-15,14.000648577698456432152359,ok
15,prime_cube,3,64,"3","5",4,15,47,14.000648577698456432152359,100149452102519,100149452102519,9.985077092347343863345779e-15,14.000648577698456432152359,ok
15,squarefree_3,0,64,"1,1,1","5,5,6",8,15,47,14.000003946241845635678469,100000908659893,100000908659893,9.999727406986001783235940e-43,42.000011838725536907035408,ok
15,squarefree_3,1,64,"1,1,1","5,5,6",8,15,47,14.000003946241845635678469,100000908659893,100000908659893,9.999727406986001783235940e-43,42.000011838725536907035408,ok
15,squarefree_3,2,64,"1,1,1","5,5,6",8,15,47,14.000003946241845635678469,100000908659893,100000908659893,9.999727406986001783235940e-43,42.000011838725536907035408,ok
15,squarefree_3,3,64,"1,1,1","5,5,6",8,15,47,14.000003946241845635678469,100000908659893,100000908659893,9.999727406986001783235940e-43,42.000011838725536907035408,ok
15,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,4",64,15,47,14.000191663849735230913350,100044141972029,100044141972029,9.864121674282874386121820e-435,434.005941579341792158313863,ok
15,squarefree_6,1,64,"1,1,1,1,1,1","3,3,3,3,3,4",64,15,47,14.000191663849735230913350,100044141972029,100044141972029,9.864121674282874386121820e-435,434.005941579341792158313863,ok
15,squarefree_6,2,64,"1,1,1,1,1,1","3,3,3,3,3,4",64,15,47,14.000191663849735230913350,100044141972029,100044141972029,9.864121674282874386121820e-435,434.005941579341792158313863,ok
15,squarefree_6,3,64,"1,1,1,1,1,1","3,3,3,3,3,4",64,15,47,14.000191663849735230913350,100044141972029,100044141972029,9.864121674282874386121820e-435,434.005941579341792158313863,ok
15,smooth_4321,0,64,"4,3,2,1","1,2,2,8",120,15,47,14.000000161239196853156051,100000037126704,100000037126704,9.999780954886135687496260e-827,826.000009513112614336206991,ok
15,smooth_4321,1,64,"4,3,2,1","1,2,2,8",120,15,47,14.000000161239196853156051,100000037126704,100000037126704,9.999780954886135687496260e-827,826.000009513112614336206991,ok
15,smooth_4321,2,64,"4,3,2,1","1,2,2,8",120,15,47,14.000000161239196853156051,100000037126704,100000037126704,9.999780954886135687496260e-827,826.000009513112614336206991,ok
15,smooth_4321,3,64,"4,3,2,1","1,2,2,8",120,15,47,14.000000161239196853156051,100000037126704,100000037126704,9.999780954886135687496260e-827,826.000009513112614336206991,ok
16,probable_prime,0,64,"1","16",2,16,50,15.000000000000016068895830,1000000000000037,1000000000000037,1,0.000000000000000000000000,ok
16,probable_prime,1,64,"1","16",2,16,50,15.000000000000016068895830,1000000000000037,1000000000000037,1,0.000000000000000000000000,ok
16,probable_prime,2,64,"1","16",2,16,50,15.000000000000016068895830,1000000000000037,1000000000000037,1,0.000000000000000000000000,ok
16,probable_prime,3,64,"1","16",2,16,50,15.000000000000016068895830,1000000000000037,1000000000000037,1,0.000000000000000000000000,ok
16,semiprime_balanced,0,64,"1,1","8,8",4,16,50,15.000000047770913346505797,1000000109996599,1000000109996599,9.999998900034130992504607e-16,15.000000047770913346505797,ok
16,semiprime_balanced,1,64,"1,1","8,8",4,16,50,15.000000047770913346505797,1000000109996599,1000000109996599,9.999998900034130992504607e-16,15.000000047770913346505797,ok
16,semiprime_balanced,2,64,"1,1","8,8",4,16,50,15.000000047770913346505797,1000000109996599,1000000109996599,9.999998900034130992504607e-16,15.000000047770913346505797,ok
16,semiprime_balanced,3,64,"1,1","8,8",4,16,50,15.000000047770913346505797,1000000109996599,1000000109996599,9.999998900034130992504607e-16,15.000000047770913346505797,ok
16,prime_square,0,64,"2","8",3,16,50,15.000000010940628756495447,1000000025191729,1000000025191729,3.162277620336759165711474e-8,7.500000005470314378247724,ok
16,prime_square,1,64,"2","8",3,16,50,15.000000010940628756495447,1000000025191729,1000000025191729,3.162277620336759165711474e-8,7.500000005470314378247724,ok
16,prime_square,2,64,"2","8",3,16,50,15.000000010940628756495447,1000000025191729,1000000025191729,3.162277620336759165711474e-8,7.500000005470314378247724,ok
16,prime_square,3,64,"2","8",3,16,50,15.000000010940628756495447,1000000025191729,1000000025191729,3.162277620336759165711474e-8,7.500000005470314378247724,ok
16,prime_cube,0,64,"3","6",4,16,50,15.000039085917085467782282,1000090002700027,1000090002700027,9.999100053997300121494897e-16,15.000039085917085467782282,ok
16,prime_cube,1,64,"3","6",4,16,50,15.000039085917085467782282,1000090002700027,1000090002700027,9.999100053997300121494897e-16,15.000039085917085467782282,ok
16,prime_cube,2,64,"3","6",4,16,50,15.000039085917085467782282,1000090002700027,1000090002700027,9.999100053997300121494897e-16,15.000039085917085467782282,ok
16,prime_cube,3,64,"3","6",4,16,50,15.000039085917085467782282,1000090002700027,1000090002700027,9.999100053997300121494897e-16,15.000039085917085467782282,ok
16,squarefree_3,0,64,"1,1,1","6,6,5",8,16,50,15.000047761731883838133537,1000109981499373,1000109981499373,9.996701280641611349323985e-46,45.000143285195651514400612,ok
16,squarefree_3,1,64,"1,1,1","6,6,5",8,16,50,15.000047761731883838133537,1000109981499373,1000109981499373,9.996701280641611349323985e-46,45.000143285195651514400612,ok
16,squarefree_3,2,64,"1,1,1","6,6,5",8,16,50,15.000047761731883838133537,1000109981499373,1000109981499373,9.996701280641611349323985e-46,45.000143285195651514400612,ok
16,squarefree_3,3,64,"1,1,1","6,6,5",8,16,50,15.000047761731883838133537,1000109981499373,1000109981499373,9.996701280641611349323985e-46,45.000143285195651514400612,ok
16,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,5",64,16,50,15.000066660468641158098622,1000153503181793,1000153503181793,9.952530690161242439565670e-466,465.002066474527875901057269,ok
16,squarefree_6,1,64,"1,1,1,1,1,1","3,3,3,3,3,5",64,16,50,15.000066660468641158098622,1000153503181793,1000153503181793,9.952530690161242439565670e-466,465.002066474527875901057269,ok
16,squarefree_6,2,64,"1,1,1,1,1,1","3,3,3,3,3,5",64,16,50,15.000066660468641158098622,1000153503181793,1000153503181793,9.952530690161242439565670e-466,465.002066474527875901057269,ok
16,squarefree_6,3,64,"1,1,1,1,1,1","3,3,3,3,3,5",64,16,50,15.000066660468641158098622,1000153503181793,1000153503181793,9.952530690161242439565670e-466,465.002066474527875901057269,ok
16,smooth_4321,0,64,"4,3,2,1","1,2,2,9",120,16,50,15.000000019002926396008640,1000000043755856,1000000043755856,9.999974184078847946186788e-886,885.000001121172657364509787,ok
16,smooth_4321,1,64,"4,3,2,1","1,2,2,9",120,16,50,15.000000019002926396008640,1000000043755856,1000000043755856,9.999974184078847946186788e-886,885.000001121172657364509787,ok
16,smooth_4321,2,64,"4,3,2,1","1,2,2,9",120,16,50,15.000000019002926396008640,1000000043755856,1000000043755856,9.999974184078847946186788e-886,885.000001121172657364509787,ok
16,smooth_4321,3,64,"4,3,2,1","1,2,2,9",120,16,50,15.000000019002926396008640,1000000043755856,1000000043755856,9.999974184078847946186788e-886,885.000001121172657364509787,ok
17,probable_prime,0,64,"1","17",2,17,54,16.000000000000002649196340,1000000000000006,0000000000000061,1,0.000000000000000000000000,ok
17,probable_prime,1,64,"1","17",2,17,54,16.000000000000002649196340,1000000000000006,0000000000000061,1,0.000000000000000000000000,ok
17,probable_prime,2,64,"1","17",2,17,54,16.000000000000002649196340,1000000000000006,0000000000000061,1,0.000000000000000000000000,ok
17,probable_prime,3,64,"1","17",2,17,54,16.000000000000002649196340,1000000000000006,0000000000000061,1,0.000000000000000000000000,ok
17,semiprime_balanced,0,64,"1,1","9,9",4,17,54,16.000000191089541245959420,1000000440000025,0000004400000259,9.999995600001676999376080e-17,16.000000191089541245959420,ok
17,semiprime_balanced,1,64,"1,1","9,9",4,17,54,16.000000191089541245959420,1000000440000025,0000004400000259,9.999995600001676999376080e-17,16.000000191089541245959420,ok
17,semiprime_balanced,2,64,"1,1","9,9",4,17,54,16.000000191089541245959420,1000000440000025,0000004400000259,9.999995600001676999376080e-17,16.000000191089541245959420,ok
17,semiprime_balanced,3,64,"1,1","9,9",4,17,54,16.000000191089541245959420,1000000440000025,0000004400000259,9.999995600001676999376080e-17,16.000000191089541245959420,ok
17,prime_square,0,64,"2","9",3,17,54,16.000000060801225338412394,1000000140000004,0000001400000049,9.999999300000048999996570e-9,8.000000030400612669206197,ok
17,prime_square,1,64,"2","9",3,17,54,16.000000060801225338412394,1000000140000004,0000001400000049,9.999999300000048999996570e-9,8.000000030400612669206197,ok
17,prime_square,2,64,"2","9",3,17,54,16.000000060801225338412394,1000000140000004,0000001400000049,9.999999300000048999996570e-9,8.000000030400612669206197,ok
17,prime_square,3,64,"2","9",3,17,54,16.000000060801225338412394,1000000140000004,0000001400000049,9.999999300000048999996570e-9,8.000000030400612669206197,ok
17,prime_cube,0,64,"3","6",4,17,54,16.000021353349047006914224,1000049169111962,0000491691119623,9.999508333055204056833703e-17,16.000021353349047006914224,ok
17,prime_cube,1,64,"3","6",4,17,54,16.000021353349047006914224,1000049169111962,0000491691119623,9.999508333055204056833703e-17,16.000021353349047006914224,ok
17,prime_cube,2,64,"3","6",4,17,54,16.000021353349047006914224,1000049169111962,0000491691119623,9.999508333055204056833703e-17,16.000021353349047006914224,ok
17,prime_cube,3,64,"3","6",4,17,54,16.000021353349047006914224,1000049169111962,0000491691119623,9.999508333055204056833703e-17,16.000021353349047006914224,ok
17,squarefree_3,0,64,"1,1,1","6,6,6",8,17,54,16.000012578583766643815999,1000028963678911,0000289636789113,9.999131139963913122508671e-49,48.000037735751299931447998,ok
17,squarefree_3,1,64,"1,1,1","6,6,6",8,17,54,16.000012578583766643815999,1000028963678911,0000289636789113,9.999131139963913122508671e-49,48.000037735751299931447998,ok
17,squarefree_3,2,64,"1,1,1","6,6,6",8,17,54,16.000012578583766643815999,1000028963678911,0000289636789113,9.999131139963913122508671e-49,48.000037735751299931447998,ok
17,squarefree_3,3,64,"1,1,1","6,6,6",8,17,54,16.000012578583766643815999,1000028963678911,0000289636789113,9.999131139963913122508671e-49,48.000037735751299931447998,ok
17,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,6",64,17,54,16.000006526978828353124937,1000015029037087,0000150290370873,9.995342118642649834725947e-497,496.000202336343678946873057,ok
17,squarefree_6,1,64,"1,1,1,1,1,1","3,3,3,3,3,6",64,17,54,16.000006526978828353124937,1000015029037087,0000150290370873,9.995342118642649834725947e-497,496.000202336343678946873057,ok
17,squarefree_6,2,64,"1,1,1,1,1,1","3,3,3,3,3,6",64,17,54,16.000006526978828353124937,1000015029037087,0000150290370873,9.995342118642649834725947e-497,496.000202336343678946873057,ok
17,squarefree_6,3,64,"1,1,1,1,1,1","3,3,3,3,3,6",64,17,54,16.000006526978828353124937,1000015029037087,0000150290370873,9.995342118642649834725947e-497,496.000202336343678946873057,ok
17,smooth_4321,0,64,"4,3,2,1","2,2,3,5",120,17,54,16.000215213083949781041176,1000495669242340,0004956692423407,9.711860330601699374883620e-945,944.012697571953037081429366,ok
17,smooth_4321,1,64,"4,3,2,1","2,2,3,5",120,17,54,16.000215213083949781041176,1000495669242340,0004956692423407,9.711860330601699374883620e-945,944.012697571953037081429366,ok
17,smooth_4321,2,64,"4,3,2,1","2,2,3,5",120,17,54,16.000215213083949781041176,1000495669242340,0004956692423407,9.711860330601699374883620e-945,944.012697571953037081429366,ok
17,smooth_4321,3,64,"4,3,2,1","2,2,3,5",120,17,54,16.000215213083949781041176,1000495669242340,0004956692423407,9.711860330601699374883620e-945,944.012697571953037081429366,ok
18,probable_prime,0,64,"1","18",2,18,57,17.000000000000000013028834,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
18,probable_prime,1,64,"1","18",2,18,57,17.000000000000000013028834,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
18,probable_prime,2,64,"1","18",2,18,57,17.000000000000000013028834,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
18,probable_prime,3,64,"1","18",2,18,57,17.000000000000000013028834,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
18,semiprime_balanced,0,64,"1,1","9,9",4,18,57,17.000000003040059447443896,1000000006999995,0000000699999559,9.999999930000044589999379e-18,17.000000003040059447443896,ok
18,semiprime_balanced,1,64,"1,1","9,9",4,18,57,17.000000003040059447443896,1000000006999995,0000000699999559,9.999999930000044589999379e-18,17.000000003040059447443896,ok
18,semiprime_balanced,2,64,"1,1","9,9",4,18,57,17.000000003040059447443896,1000000006999995,0000000699999559,9.999999930000044589999379e-18,17.000000003040059447443896,ok
18,semiprime_balanced,3,64,"1,1","9,9",4,18,57,17.000000003040059447443896,1000000006999995,0000000699999559,9.999999930000044589999379e-18,17.000000003040059447443896,ok
18,prime_square,0,64,"2","9",3,18,57,17.000000002700470392858539,1000000006218062,0000000621806289,3.162277650336758694564605e-9,8.500000001350235196429270,ok
18,prime_square,1,64,"2","9",3,18,57,17.000000002700470392858539,1000000006218062,0000000621806289,3.162277650336758694564605e-9,8.500000001350235196429270,ok
18,prime_square,2,64,"2","9",3,18,57,17.000000002700470392858539,1000000006218062,0000000621806289,3.162277650336758694564605e-9,8.500000001350235196429270,ok
18,prime_square,3,64,"2","9",3,18,57,17.000000002700470392858539,1000000006218062,0000000621806289,3.162277650336758694564605e-9,8.500000001350235196429270,ok
18,prime_cube,0,64,"3","6",4,18,57,17.000034010685840297806793,1000078315564722,0007831556472211,9.999216905681252703370548e-18,17.000034010685840297806793,ok
18,prime_cube,1,64,"3","6",4,18,57,17.000034010685840297806793,1000078315564722,0007831556472211,9.999216905681252703370548e-18,17.000034010685840297806793,ok
18,prime_cube,2,64,"3","6",4,18,57,17.000034010685840297806793,1000078315564722,0007831556472211,9.999216905681252703370548e-18,17.000034010685840297806793,ok
18,prime_cube,3,64,"3","6",4,18,57,17.000034010685840297806793,1000078315564722,0007831556472211,9.999216905681252703370548e-18,17.000034010685840297806793,ok
18,squarefree_3,0,64,"1,1,1","6,6,7",8,18,57,17.000000719917533903847999,1000001657672755,0000165767275569,9.999950269982201582390136e-52,51.000002159752601711543997,ok
18,squarefree_3,1,64,"1,1,1","6,6,7",8,18,57,17.000000719917533903847999,1000001657672755,0000165767275569,9.999950269982201582390136e-52,51.000002159752601711543997,ok
18,squarefree_3,2,64,"1,1,1","6,6,7",8,18,57,17.000000719917533903847999,1000001657672755,0000165767275569,9.999950269982201582390136e-52,51.000002159752601711543997,ok
18,squarefree_3,3,64,"1,1,1","6,6,7",8,18,57,17.000000719917533903847999,1000001657672755,0000165767275569,9.999950269982201582390136e-52,51.000002159752601711543997,ok
18,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,7",64,18,57,17.000002775802086978862277,1000006391540932,0000639154093239,9.998018824921619567226644e-528,527.000086049864696344730582,ok
18,squarefree_6,1,64,"1,1,1,1,1,1","3,3,3,3,3,7",64,18,57,17.000002775802086978862277,1000006391540932,0000639154093239,9.998018824921619567226644e-528,527.000086049864696344730582,ok
18,squarefree_6,2,64,"1,1,1,1,1,1","3,3,3,3,3,7",64,18,57,17.000002775802086978862277,1000006391540932,0000639154093239,9.998018824921619567226644e-528,527.000086049864696344730582,ok
18,squarefree_6,3,64,"1,1,1,1,1,1","3,3,3,3,3,7",64,18,57,17.000002775802086978862277,1000006391540932,0000639154093239,9.998018824921619567226644e-528,527.000086049864696344730582,ok
18,smooth_4321,0,64,"4,3,2,1","2,2,3,6",120,18,57,17.000005785111653403876945,1000013320800575,0001332080057551,9.992143867563916892847411e-1004,1003.000341321587550828739758,ok
18,smooth_4321,1,64,"4,3,2,1","2,2,3,6",120,18,57,17.000005785111653403876945,1000013320800575,0001332080057551,9.992143867563916892847411e-1004,1003.000341321587550828739758,ok
18,smooth_4321,2,64,"4,3,2,1","2,2,3,6",120,18,57,17.000005785111653403876945,1000013320800575,0001332080057551,9.992143867563916892847411e-1004,1003.000341321587550828739758,ok
18,smooth_4321,3,64,"4,3,2,1","2,2,3,6",120,18,57,17.000005785111653403876945,1000013320800575,0001332080057551,9.992143867563916892847411e-1004,1003.000341321587550828739758,ok
19,probable_prime,0,64,"1","19",2,19,60,18.000000000000000001302883,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
19,probable_prime,1,64,"1","19",2,19,60,18.000000000000000001302883,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
19,probable_prime,2,64,"1","19",2,19,60,18.000000000000000001302883,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
19,probable_prime,3,64,"1","19",2,19,60,18.000000000000000001302883,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
19,semiprime_balanced,0,64,"1,1","10,10",4,19,60,18.000000006948711682222888,1000000016000000,0000016000000063,9.999999840000001929999979e-19,18.000000006948711682222888,ok
19,semiprime_balanced,1,64,"1,1","10,10",4,19,60,18.000000006948711682222888,1000000016000000,0000016000000063,9.999999840000001929999979e-19,18.000000006948711682222888,ok
19,semiprime_balanced,2,64,"1,1","10,10",4,19,60,18.000000006948711682222888,1000000016000000,0000016000000063,9.999999840000001929999979e-19,18.000000006948711682222888,ok
19,semiprime_balanced,3,64,"1,1","10,10",4,19,60,18.000000006948711682222888,1000000016000000,0000016000000063,9.999999840000001929999979e-19,18.000000006948711682222888,ok
19,prime_square,0,64,"2","10",3,19,60,18.000000006080122725365096,1000000014000000,0000014000000049,9.999999930000000489999997e-10,9.000000003040061362682548,ok
19,prime_square,1,64,"2","10",3,19,60,18.000000006080122725365096,1000000014000000,0000014000000049,9.999999930000000489999997e-10,9.000000003040061362682548,ok
19,prime_square,2,64,"2","10",3,19,60,18.000000006080122725365096,1000000014000000,0000014000000049,9.999999930000000489999997e-10,9.000000003040061362682548,ok
19,prime_square,3,64,"2","10",3,19,60,18.000000006080122725365096,1000000014000000,0000014000000049,9.999999930000000489999997e-10,9.000000003040061362682548,ok
19,prime_cube,0,64,"3","7",4,19,60,18.000003908644474165486680,1000009000027000,0009000027000027,9.999910000539997300012150e-19,18.000003908644474165486680,ok
19,prime_cube,1,64,"3","7",4,19,60,18.000003908644474165486680,1000009000027000,0009000027000027,9.999910000539997300012150e-19,18.000003908644474165486680,ok
19,prime_cube,2,64,"3","7",4,19,60,18.000003908644474165486680,1000009000027000,0009000027000027,9.999910000539997300012150e-19,18.000003908644474165486680,ok
19,prime_cube,3,64,"3","7",4,19,60,18.000003908644474165486680,1000009000027000,0009000027000027,9.999910000539997300012150e-19,18.000003908644474165486680,ok
19,squarefree_3,0,64,"1,1,1","7,7,6",8,19,60,18.000006514083042810458165,1000014999342997,0014999342997921,9.999550033208542344094862e-55,54.000019542249128431374495,ok
19,squarefree_3,1,64,"1,1,1","7,7,6",8,19,60,18.000006514083042810458165,1000014999342997,0014999342997921,9.999550033208542344094862e-55,54.000019542249128431374495,ok
19,squarefree_3,2,64,"1,1,1","7,7,6",8,19,60,18.000006514083042810458165,1000014999342997,0014999342997921,9.999550033208542344094862e-55,54.000019542249128431374495,ok
19,squarefree_3,3,64,"1,1,1","7,7,6",8,19,60,18.000006514083042810458165,1000014999342997,0014999342997921,9.999550033208542344094862e-55,54.000019542249128431374495,ok
19,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,3",64,19,60,18.003274714360155404425166,1007568808182590,7568808182590987,7.915600273457908550577381e-559,558.101516145164817537180134,ok
19,squarefree_6,1,64,"1,1,1,1,1,1","4,4,4,4,4,3",64,19,60,18.003274714360155404425166,1007568808182590,7568808182590987,7.915600273457908550577381e-559,558.101516145164817537180134,ok
19,squarefree_6,2,64,"1,1,1,1,1,1","4,4,4,4,4,3",64,19,60,18.003274714360155404425166,1007568808182590,7568808182590987,7.915600273457908550577381e-559,558.101516145164817537180134,ok
19,squarefree_6,3,64,"1,1,1,1,1,1","4,4,4,4,4,3",64,19,60,18.003274714360155404425166,1007568808182590,7568808182590987,7.915600273457908550577381e-559,558.101516145164817537180134,ok
19,smooth_4321,0,64,"4,3,2,1","2,2,3,7",120,19,60,18.000000227483867813178003,1000000523801100,0000523801100107,9.999690962207191534511967e-1063,1062.000013421548200977502182,ok
19,smooth_4321,1,64,"4,3,2,1","2,2,3,7",120,19,60,18.000000227483867813178003,1000000523801100,0000523801100107,9.999690962207191534511967e-1063,1062.000013421548200977502182,ok
19,smooth_4321,2,64,"4,3,2,1","2,2,3,7",120,19,60,18.000000227483867813178003,1000000523801100,0000523801100107,9.999690962207191534511967e-1063,1062.000013421548200977502182,ok
19,smooth_4321,3,64,"4,3,2,1","2,2,3,7",120,19,60,18.000000227483867813178003,1000000523801100,0000523801100107,9.999690962207191534511967e-1063,1062.000013421548200977502182,ok
20,probable_prime,0,64,"1","20",2,20,64,19.000000000000000002214902,1000000000000000,0000000000000051,1,0.000000000000000000000000,ok
20,probable_prime,1,64,"1","20",2,20,64,19.000000000000000002214902,1000000000000000,0000000000000051,1,0.000000000000000000000000,ok
20,probable_prime,2,64,"1","20",2,20,64,19.000000000000000002214902,1000000000000000,0000000000000051,1,0.000000000000000000000000,ok
20,probable_prime,3,64,"1","20",2,20,64,19.000000000000000002214902,1000000000000000,0000000000000051,1,0.000000000000000000000000,ok
20,semiprime_balanced,0,64,"1,1","10,10",4,20,64,19.000000000564582808778899,1000000001299999,0000012999999601,9.999999987000000415899999e-20,19.000000000564582808778899,ok
20,semiprime_balanced,1,64,"1,1","10,10",4,20,64,19.000000000564582808778899,1000000001299999,0000012999999601,9.999999987000000415899999e-20,19.000000000564582808778899,ok
20,semiprime_balanced,2,64,"1,1","10,10",4,20,64,19.000000000564582808778899,1000000001299999,0000012999999601,9.999999987000000415899999e-20,19.000000000564582808778899,ok
20,semiprime_balanced,3,64,"1,1","10,10",4,20,64,19.000000000564582808778899,1000000001299999,0000012999999601,9.999999987000000415899999e-20,19.000000000564582808778899,ok
20,prime_square,0,64,"2","10",3,20,64,19.000000002425798446057663,1000000005585607,0000055856073561,3.162277651336758688662770e-10,9.500000001212899223028831,ok
20,prime_square,1,64,"2","10",3,20,64,19.000000002425798446057663,1000000005585607,0000055856073561,3.162277651336758688662770e-10,9.500000001212899223028831,ok
20,prime_square,2,64,"2","10",3,20,64,19.000000002425798446057663,1000000005585607,0000055856073561,3.162277651336758688662770e-10,9.500000001212899223028831,ok
20,prime_square,3,64,"2","10",3,20,64,19.000000002425798446057663,1000000005585607,0000055856073561,3.162277651336758688662770e-10,9.500000001212899223028831,ok
20,prime_cube,0,64,"3","7",4,20,64,19.000031633803726494670015,1000072842177757,0728421777579303,9.999271631278384590226128e-20,19.000031633803726494670015,ok
20,prime_cube,1,64,"3","7",4,20,64,19.000031633803726494670015,1000072842177757,0728421777579303,9.999271631278384590226128e-20,19.000031633803726494670015,ok
20,prime_cube,2,64,"3","7",4,20,64,19.000031633803726494670015,1000072842177757,0728421777579303,9.999271631278384590226128e-20,19.000031633803726494670015,ok
20,prime_cube,3,64,"3","7",4,20,64,19.000031633803726494670015,1000072842177757,0728421777579303,9.999271631278384590226128e-20,19.000031633803726494670015,ok
20,squarefree_3,0,64,"1,1,1","7,7,7",8,20,64,19.000000564082933139788246,1000001298849796,0012988497965647,9.999961034607323487525234e-58,57.000001692248799419364738,ok
20,squarefree_3,1,64,"1,1,1","7,7,7",8,20,64,19.000000564082933139788246,1000001298849796,0012988497965647,9.999961034607323487525234e-58,57.000001692248799419364738,ok
20,squarefree_3,2,64,"1,1,1","7,7,7",8,20,64,19.000000564082933139788246,1000001298849796,0012988497965647,9.999961034607323487525234e-58,57.000001692248799419364738,ok
20,squarefree_3,3,64,"1,1,1","7,7,7",8,20,64,19.000000564082933139788246,1000001298849796,0012988497965647,9.999961034607323487525234e-58,57.000001692248799419364738,ok
20,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,4",64,20,64,19.000287253504187281173422,1000661644426823,6616444268234971,9.797045868635928287597032e-590,589.008904858629805716376093,ok
20,squarefree_6,1,64,"1,1,1,1,1,1","4,4,4,4,4,4",64,20,64,19.000287253504187281173422,1000661644426823,6616444268234971,9.797045868635928287597032e-590,589.008904858629805716376093,ok
20,squarefree_6,2,64,"1,1,1,1,1,1","4,4,4,4,4,4",64,20,64,19.000287253504187281173422,1000661644426823,6616444268234971,9.797045868635928287597032e-590,589.008904858629805716376093,ok
20,squarefree_6,3,64,"1,1,1,1,1,1","4,4,4,4,4,4",64,20,64,19.000287253504187281173422,1000661644426823,6616444268234971,9.797045868635928287597032e-590,589.008904858629805716376093,ok
